input	target
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Hi BEE GEE!!! You are so cute!!!😸😘	0
@USER From the liberal media.....Yea...we should put all our trust in them.... haven’t told a single good thing he has done....and there are a lot of them...	0
@USER fuck yeah !	1
@USER CATFIGHT!!!   MEOW	0
@USER Oh he is compromised 1000%. An outspoken critic of trump now is trumps water boy. Either trump got info via private eye or Putin’s got the goods.	0
@USER #Liberals are muck rakers. They have NO platform to run on. NONE! Culling vulnerable people from the late decades... of the last century... of the previous millennium... shows how desperate they are to be heard. Now they’re loitering around high schools looking for rumors. Sad!	1
"@USER @USER @USER Of course. Self defense. The well-known standing someone else's ground"" rule. She was the only one armed, the one entering his property, the one starting the interaction, how the actual fuck is it self defense? Seriously dude, don't you have a cross to burn or something?"""	0
@USER get through a sentence without laughing challenge	0
"@USER Eminem did gun control"" a machine gun kelly come back"""	0
@USER Could be Romford Young Conservatives!	0
@USER And god forbid you are already talking to someone or dating they get real mad 😂🤷🏼‍♀️ we like those people over you for a reason sorry bout it 😂	0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Yes kill em with kindness.  Let POTUS and the military/LEOs handle the violence. URL #NowWatching	1
MUST READ: Delay the Kavanaugh Vote.  This Senate is singularly ill-equipped to assess the allegations against Trump’s Supreme Court nominee.    URL via @USER  #PostponeTheVote #maga #ncpol URL	0
@USER @USER You may be able to reconnect now. Mind trying for us? 🤞	0
@USER @USER Do you know why this shameless muslim socialist is still so arrogant and believes in himself thst he thinks he is such a good politician? I’ll tell you why. So many “Stupid American Voters” per Gruber that are so gullible!	1
@USER @USER You are confused. JON!	0
@USER LMAO man people were talking so much shit yesterday. Any comment Marvel stan twitter? Moe overused Thanos jokes or... URL	1
@USER @USER @USER Are you saying he is a turkey chocker 😶	1
@USER nah you bob.	0
@USER Damn I felt this shit. Why you so loud lol	1
@USER CONSERVATIVES ARE CREEPY COWARDS  URL	0
Just imagine the tyranny we’d be living under had these leftwing tryants waging war on us and our duly elected president and the American Republic itself gained tyrannical control of the US Supreme Court the neocon’s #NeverTrump crew was trying to deliver to them?  #MAGA	0
@USER Babble!!!	0
@USER Lol same. Mom: why don’t you do art of real people? Me: he is a real people.	0
.@USER Veterans earned their benefits. How can the Liberals justify failing to spend this money on those who need it most? #cdnpoli URL	0
*screams @ own ass* im not gay you are URL	1
@USER @USER @USER I would love to be able to afford a sexy french au pair . Poor me .	0
@USER @USER Hope he is feeling better soon.	0
@USER @USER Islamists/Antifa/leftists would not allow us to lay a wreath in memory of the 9/11 victims	0
@USER @USER @USER @USER @USER That was in the mid-80s for God’s sake. I suppose next you’ll be blaming Gordon Brown’s gross errors on Churchill’s taking us back onto the Gold Standadd.	0
@USER Deranged and demented what a perfect match for the Democratic party	1
@USER @USER Must be becos the site thinks Teli is a REAL antifa 😀 Teli is a Weeb'tifa	0
"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER It was strapped to the back of Russells Jeep as part of the troll stroll video that had Tinys profile banned for thirty days because they drove around neighborhoods they believed antifa lived while making violent threats and screaming we're triggering folks today"""""	0
@USER I blame @USER for inciting violence and she should be held accountable! She is a despicable disgrace.	1
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER TY A.J. 👍  I can't sit by and watch  my town being destroyed by liberals. They have used all sorts of tactics to try to destroy me.  I  am small but mighty. 🤣	0
@USER He needs euthanasia	0
@USER @USER He is a godless heathen @USER	0
@USER @USER @USER @USER @USER Just as I thought we were getting along. URL	0
@USER @USER Not one for anything to do with RUSSIAN COLLUSION which BTW is not a crime most b4 they knew DT. The ones who copped out only did so 2 save their ass. I'm just curious why none of u self righteous ppl had a problem w/ all HRC &amp; BO crimes lies spying etc? Hypocritical I'd say.	1
@USER What about the life after they are born.  Like gun control. Health insurance for everyone.	0
@USER And let's not forget that the democrats were the ones who wanted to keep slavery alive	0
"@USER Just wondering whether we should have another election if the wrong"" party get in because 36.9% of the electorate voted for the #Conservatives? Or when 35.2% voted Labour in 2005 (and won)?"""	0
"@USER @USER If not a terrorist organization"", how exactly has ANTIFA not been named a criminal organization?"""	0
@USER Bet ya Ryan can’t wait...	0
@USER @USER @USER She is a long time proponent of killing the unborn.	0
@USER @USER @USER @USER @USER @USER We play at Connie’s on Sat woo	0
@USER Here’s @USER helping improve how women are to be watched in sports. 🙄 URL	0
@USER God help every citizens whether they are Republicans or Democrats	0
@USER Obama speaking unrestrained for more than 5 minutes....Trump couldn't have asked for a better gift and gun control Democrats just shot themselves in the proverbial foot URL	0
@USER @USER An airplane you say..no woman falls in love with you when you are a trek star.	0
@USER So these Parkland students are a joke they were hijacked from Sanity by these gun control freakazoids at the get-go and their parents let them	0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Made it last night for you! 🤣🤣🤣	0
@USER By defending and making excuses for obvious bad behavior....you're sure to get more of it.	0
@USER Communist Elite Roger Goodell is teaching a lowlife ethics class to his daughters. Shameful Shameless left wing nut ruining the sport of football instead to teamwork and values to the flag	1
@USER @USER There aren't any principled conservatives	0
@USER @USER @USER She is absolutely useless. Everyone knows it except for her and the media.	1
"@USER @USER reading when the letter doesn't say that they know Ford. Unlike the Kavanaugh letter where the women say they do him. The left wing"" liberals aren't threatening this woman's life."""	0
@USER Absolutely. He is very special.	0
@USER @USER @USER @USER You forgot to tag your Bulletproof bullshit mate @USER .  You got sucked into the vortex Tom and now you are drinking all the koolaid.	1
@USER @USER @USER @USER Anonymous profile pic with 16 followers defending Trump. See that a lot on his threads. Whoever you are you have no idea if they're prepared or not. 2900+ people died in PR from their lack of preparedness and response after the damage. ICE doesn't need $10M more to cage children.	0
@USER .@USER Me thinks you are TERRIFIED of Americans seeing the declassified docs! We conservatives like transparency which seems to be a dirty word to u dems. PS WE HAVE NO WORRIES ABOUT OUR GREAT PRESIDENT!  #DeclassifyItAll	0
@USER He will change after mid term elections and 2020.	0
@USER @USER You are betting on it...you just don't have a choice....	0
@USER Thank goodness he is not MN passive aggressive. Love it!!	0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Listen people Queen is right. This is not a game this is war 👆👆👆👆👆💥💥😡😡😡😡 URL	0
@USER 3/ you can not like Justin all you want but the conservatives have no plan to even consider climate change and have been using BLATANT misinformation to lead people like yourself into believing that it’s Trudeau’s fault we’re negotiating with a fucking sociopath down south	1
#Spanish #unjustice vs. #FreedomOfExpression and #HumanRights #Spain is a  #fakedemocracy @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER #cddr #shameonSpain  @USER @USER URL	0
@USER Seriously??.... Guess comedy is easier to get viral.... Have you tried drawing shit? XD	1
